,Season1,Season2,Season3,Season4
0,0.00012819131785868403,0.004131993436632384,0.007853416047321635,0.03292186547007659
1,4.396201418289545e-05,0.0029116894942543305,0.008831408836841536,0.011891551368889426
2,8.356351537517082e-06,0.002235379215879646,0.008512577334515017,0.011684606648669141
3,1.5199880442728493e-08,0.0017614467751429024,0.01102548298935798,0.007237369815503732
4,6.567545490997219e-06,0.001416738598376169,0.01041252047150446,0.018274027536503812
5,2.064934172783988e-05,0.0011632572035437912,0.0106402219712505,0.0010089261311437517
6,3.7926219339117306e-05,0.0009754959924485313,0.015014534412226615,0.022325343099572854
7,5.5902856055177586e-05,0.0008353983124482607,0.019416571378702247,0.05211998783266129
8,7.320449890731546e-05,0.0007300462230731229,0.019848240024579394,0.09467966302938062
9,8.913082604300241e-05,0.0006502175465129036,0.021057954258733736,0.130631708004969
10,0.00010337911364885129,0.0005892641586857514,0.018829233231734178,0.07706495763494624
11,0.00011588711932077271,0.0005424136041692241,0.0191313257789499,0.04205167748845155
12,0.00012672015121938468,0.0005061744837114918,0.016684286756048102,0.023500360130176024
13,0.00013600821366134932,0.0004779843973093559,0.012244807467469636,0.011954077223617767
14,0.00014391501912307998,0.00045596221545278476,0.002915733915760957,0.005297965758539514
15,0.0001506142901094283,0.0004386762662528637,0.000774056795750656,0.0007795779576438329
16,0.00015625660979819576,0.00042507012432790154,0.004271604148715639,0.0001989699041392572
17,0.00016100281161780493,0.00041432625263227634,0.000762380932103952,0.0023458863719347167
18,0.0001649829307359164,0.00040583047095709297,0.00020437141372362045,0.0026966206392826067
19,0.00016831187479468673,0.00039909046633808225,0.00011502779064575704,0.0025851479553909112
20,0.00017109664022183483,0.0003937493488796969,9.813780931137477e-05,0.00252796842355654
21,0.00017342040127451218,0.000389504557924551,8.725219419156628e-05,0.0024944430504467542
22,0.00017536811292106057,0.0003861349709058964,7.98811787254205e-05,0.0024726812704150575
23,0.00017699032361305814,0.0003834496855752774,7.492563380510405e-05,0.002458497502328595
24,0.00017834611811318003,0.00038132061881607617,7.15635867248339e-05,0.0024493431925638643
25,0.00017948342712705416,0.00037963169811905547,6.926134900122617e-05,0.002443540130168103
26,0.00018043214626003206,0.0003782942353244641,6.76678496700317e-05,0.00243996339493768
27,0.00018123248107928722,0.00037723229316469496,6.655501177862792e-05,0.0024378781956925486
28,0.00018190272419424419,0.00037639398718193135,6.576714822349051e-05,0.002436782403841607
29,0.00018246468939325949,0.0003757322087038766,6.520133813635864e-05,0.0024363517163245815
30,0.0001829468924637888,0.00037521416535101946,6.478853132414896e-05,0.0024363623553988515
31,0.00018335224280896604,0.00037481417333409643,6.448133391557871e-05,0.002436673094179721
32,0.00018369663999164416,0.00037449743953052786,6.42455542328935e-05,0.0024371777719027605
33,0.00018399540631720458,0.00037425463381577333,6.4058856919891e-05,0.002437811989167012
34,0.0001842523413124851,0.00037407185054040635,6.390768690134064e-05,0.0024385404759207055
35,0.0001844705951308131,0.0003739398248657524,6.375613080725266e-05,0.0024393220603943274
36,0.00018466953795198815,0.0003738400904680489,6.362281968958018e-05,0.002440144990684206
37,0.00018483941391982095,0.0003737682123427229,6.350104697454565e-05,0.002440991618509594
38,0.0001849834254919628,0.0003737239951818362,6.338698344695597e-05,0.002441861956128195
39,0.000185124249196934,0.0003736959116861513,6.327871203712902e-05,0.00244273833952168
40,0.0003685388902530044,0.0003736862644645371,6.317621814845719e-05,0.0024496305840312114
41,0.0015525453795873485,0.0005342604514938121,6.307475408490202e-05,0.002449956699533626
42,0.0023548845188553513,0.01682278055017696,6.297526356797971e-05,0.002450819848005126
43,0.006483577045336069,0.022998922505998762,6.287679684354025e-05,0.002451718564138123
44,0.012112480356770105,0.025146174637413903,6.278032021273647e-05,0.002452617445020596
45,0.01540006851909176,0.0240243633304014,6.268391765447135e-05,0.0024535223954479375
46,0.01951969686719161,0.025125574485571504,6.258947536761091e-05,0.002454433418687291
47,0.005936104044875725,0.02450663543264874,6.249321950347067e-05,0.0024553505180271605
48,0.0659757081431425,0.016916243304896775,6.239892103724484e-05,0.002456267788672166
49,0.049170314991866956,0.009212505265427664,6.23037528150975e-05,0.002457179321420969
50,0.059365748296894935,0.0068247879393513265,6.220959745824001e-05,0.002458096381154294
51,0.0673429393715375,0.0023318334357524673,6.211457377510074e-05,0.002459013611986568
52,0.032679832497802125,2.1824460090557317e-05,6.202056152761688e-05,0.002459931013917803
53,0.017894896704781258,2.639293055682329e-07,6.192576116276597e-05,0.0024608485869480083
54,0.024294567008691433,3.899142552600989e-05,6.183197068452099e-05,0.002461766331077174
55,0.031227829465944334,4.501581173896831e-05,6.173731461806493e-05,0.0024626842463052784
56,0.2950676534693605,9.221442651916666e-06,6.164366700977024e-05,0.0024636023326323644
57,0.09133963873329798,3.3547224540953975e-05,6.155009048111767e-05,0.002464526508080544
58,0.07290346932238796,0.00043661612362041753,6.145658503210372e-05,0.0024654390185833955
59,0.04532606849458307,0.00019438899787878563,6.136221684466234e-05,0.002466363091980839
60,0.04631564835749821,8.112345080967906e-05,0.00016890988812194845,0.001945136738959498
61,0.012548417029120726,0.0003717410495526546,0.0011585082257986746,0.0003415816085519808
62,0.08095597445641302,0.0013304441388575557,0.002732142690135735,4.532584361049889e-06
63,0.026192026615705875,3.4111275618037358e-06,0.006847967966768416,0.002038965657011105
64,0.024747947336115954,2.089925012487171e-05,0.006874187665454593,0.01130290386299143
65,0.013412909990364126,0.0009276955395978828,0.02138215217135572,0.02182158043584819
66,0.0001563415350600377,0.0012116116070409807,0.027897597221713966,0.03836381728441297
67,0.14978669313376036,0.0010758321332756584,0.021193160895096572,0.06923146151420363
68,9.048780558278543e-05,0.00014338957842161733,0.01704495552318009,0.05488741974192681
69,0.010857478105269986,0.0014057997376793851,0.013937918282193077,0.009172506055979612
70,0.008186875746717366,0.00015030091257365203,0.010234899018171222,0.0017710893076332004
71,0.0018289268861093947,0.00022310799980611347,0.007140709670524842,0.00047499263424899646
72,0.11093595390818738,5.746902540678513e-05,0.003404742398971614,7.460032452527435e-05
73,0.03876671535765614,9.869025846702687e-05,0.0016826873809480895,0.000598181666717075
74,0.015759668972833252,6.322507572302731e-05,0.0008147086530879693,0.002315205989646355
75,0.010857084347129071,0.0002920192023377797,0.000384667359348321,0.006592670734371959
76,0.0008432313595655133,0.0006411381763267667,5.872138061394601e-05,0.01105956743323069
77,0.005464391297113385,4.227009391803141e-06,1.530574491405617e-05,0.0109417251417753
78,0.010632598315234698,5.840497987057058e-05,1.6368968083563986e-05,0.004754158700759664
79,0.009274086640807047,0.00020554102297163772,8.18014245195595e-06,0.0024908685475459524
80,0.015059558828103583,0.0011434258118451584,3.659669291329259e-05,0.0018434301629921884
81,0.06476206456846444,0.001876771979852808,8.798958020468796e-07,0.0015908989123525714
82,0.07169415811710945,0.002567991883300584,8.86254821532633e-05,0.0007457889919738889
83,0.027256418597104797,0.002907601328274181,2.510708442540521e-05,0.0005031840598057592
84,0.00021157811001515147,0.004277297427751691,2.010874090306818e-05,0.0001504526700823669
85,0.003502740474036452,0.006171386144518466,0.00011092728301949828,5.401836573087576e-05
86,1.9384055535893795e-08,0.014989964417193946,0.00022039247472151145,0.0003316619108125062
87,0.0062797639402046865,0.015760186263701632,0.0002347447012745249,0.001168534491667354
88,0.001437565313823817,0.021506107573225384,0.00063395335828118,8.708313828459194e-05
89,8.01027061458819e-05,0.01804317028935333,0.0022313059796144515,0.00024611808636218013
90,1.1153560719474583e-05,0.011855958908530593,0.002367797792089674,0.001284375538663452
91,0.00041235144665474356,0.005718377687656075,0.002027094500955706,0.0024861969787464923
92,0.0016746706270071253,0.002351995879592156,0.0011929356889858382,0.0019411125891694377
93,0.0015410698720880263,5.741205749374098e-07,0.0016665249391296553,0.001394503761197626
94,0.0007446773742843694,0.013659326340688874,0.0019992129404557543,0.003990508137690886
95,0.0003081282558146491,0.009214541146842767,0.0027070028109346875,0.001455414297632569
96,0.00012300820229312152,0.005204306206123123,0.0034000683719009445,1.8828990580455146e-05
97,4.038448500120754e-05,0.00375998372405436,0.0019005326740647562,0.0016933984253261968
98,6.899272963793728e-06,0.002859433462428999,0.0016004015342658327,0.0013901877062402377
99,1.435042003786508e-07,0.002220058782787786,4.642811247840768e-05,0.0031086658252093553
100,7.903777854045075e-06,0.00175471779043121,3.931059060570737e-05,0.0001997922438007153
101,2.291520604216087e-05,0.0014137268882146849,5.2377624242736255e-05,0.0010658473696957273
102,4.0915319656549566e-05,0.0011625421313804164,3.8610741808021434e-05,0.006971997678428945
103,5.945570260697814e-05,0.0009763404773000965,9.396362115221694e-05,0.023493320320125254
104,7.720813977643162e-05,0.0008373235119232611,0.0004320790908873928,0.06774169461750092
105,9.348590337148477e-05,0.0007327256028981965,0.0025388248373421052,0.14573227454554838
106,0.00010801635246872596,0.000653421627084164,0.0024963469511533527,0.08791803105996834
107,0.00012074990707026123,0.0005928473659329448,0.0026603643749631943,0.048584255182598575
108,0.00013176238874610053,0.0005462683950709855,0.004052261754555463,0.027373607951031043
109,0.00014119963562288785,0.0005102152533830836,0.0021242767208412374,0.012552169237972807
110,0.0001492253083607601,0.00048216683742887155,9.400145306545974e-06,0.005943948190824233
111,0.0001560161579562292,0.0004602433867937158,0.008424943287871694,0.0012020383806490744
112,0.00016173993366327437,0.00044303287586306615,0.0020932272911936894,8.853117503903087e-05
113,0.00016654682187307028,0.00042948145544552483,0.00027712650016605987,0.0017292585808350383
114,0.0001705761438333736,0.00041878322005715695,6.235561899043775e-05,0.002603532858309648
115,0.00017394540257155926,0.0004103156353685133,4.472740741476431e-05,0.0027125089099958354
116,0.000176767050679373,0.000403604444704849,4.691274302773681e-05,0.0026338078307049776
117,0.00017911966668258708,0.00039620885517288113,4.9755517603673403e-05,0.0025949305919929664
118,0.00018108335949831392,0.00039265785015612115,5.160076165826378e-05,0.0025707920326910414
119,0.0001827288764452695,0.00038948975733149767,5.284856636058292e-05,0.0025550750543986466
120,0.00018410028802283624,0.00038692284024171317,5.369118124225982e-05,0.0025449179096231457
121,0.00018524635995608148,0.0003848740715107407,5.424856629022522e-05,0.002538449409818159
122,0.00018621049614288157,0.00038324836483267637,5.460691381068947e-05,0.0025344426182862304
123,0.00018701744450335235,0.00038195685782274136,5.4828653098472083e-05,0.0025320763392120077
124,0.00018769545953318948,0.00038093272448282205,5.4953590954081216e-05,0.0025308085117025734
125,0.00018826673138702676,0.00038012376187358625,5.501326961719171e-05,0.002530266518470458
126,0.0001887504211104012,0.00037948284165367346,5.502698763651931e-05,0.002530216262296512
127,0.00018916258379289723,0.00037897955646855753,5.5008873323304135e-05,0.0025304958148218
128,0.0001895128298712557,0.0003785832938525368,5.496954790639265e-05,0.0025309852835197393
129,0.00018981412522212586,0.00037827765634547243,5.491433436246713e-05,0.002531618750430027
130,0.00019006963944597895,0.00037804399152628073,5.4849436574760226e-05,0.0025323542770437023
131,0.00019029572401197209,0.00037786369435630497,5.477751861176772e-05,0.0025331542459961663
132,0.00019049246082287457,0.00037772745920593994,5.470035769155281e-05,0.002533996347090448
133,0.00019066296155491658,0.0003776283125689887,5.461972702550683e-05,0.0025348625955953848
134,0.0001908203644870905,0.00037755697445290886,5.453743031574788e-05,0.0025357470008878238
135,0.00019095476932753895,0.00037750880459166676,5.445255661317802e-05,0.0025366555763888404
136,0.00036185896037418415,0.0003774793158565804,5.436687002420566e-05,0.0025375643146351226
137,0.0014070096604270421,8.336069466450263e-05,5.4282129194232996e-05,0.002538479221783218
138,0.002322527877078362,0.012256437500721609,5.419482167212799e-05,0.002539400301080511
139,0.0060976611616423764,0.019215234156644806,5.4109338189577335e-05,0.002540327555795657
140,0.011524376478971943,0.019293242578392458,5.402041743596472e-05,0.0025412487790733543
141,0.014530786953323202,0.01643610037007082,5.3934196190239865e-05,0.0025421761798853524
142,0.0001130018583835056,0.018480571332980093,5.3846294277193304e-05,0.0025431037498888356
143,1.138772261987882e-05,0.015174004893108687,5.375939125848192e-05,0.0025440314890838142
144,0.014377888712795297,0.007928635029805021,5.3672558423200236e-05,0.002544959397470289
145,0.023202705601499507,0.007591630510315192,5.3585795771343395e-05,0.00254588747504826
146,0.04234730262328738,0.005288391899734655,5.349823137299583e-05,0.0025468217378356033
147,0.07665537415647403,0.0035288160641897075,5.341160979417188e-05,0.002547750154893016
148,0.015568144154359259,0.002136906366297828,5.3324187888309545e-05,0.002548678741141913
149,0.0025863352637972353,0.0003765687503772904,5.3237707382518466e-05,0.002549606862927676
150,0.004542673324482307,0.00010584212066208699,5.3151297060152233e-05,0.00255054117408341
151,0.00685999999415287,6.783700499625363e-07,5.306495692121733e-05,0.0025514696348863343
152,0.016502714628096347,6.25186825658028e-06,5.297788499793212e-05,0.0025523982646499885
153,0.11194179029010164,0.00029662789570144297,5.2890884569536485e-05,0.0025533270633743615
154,0.06048416660085923,0.00010274518104999087,5.280482188974282e-05,0.0025542620558585737
155,0.0017260581157642098,5.207370752056422e-05,5.271796373838071e-05,0.002555191193600097
156,0.19090322418830602,6.387427468456826e-06,0.00014557440779798764,0.001942899487883089
157,0.005643852590900554,0.0004595720794700323,0.0009830719149996785,0.0003199501981127833
158,0.019536129197472857,0.00016709713492560414,0.00252112616501683,1.8825743857401365e-05
159,0.036965452755350174,0.0005649734877145748,0.006749144568729295,0.002793774857137703
160,0.09575978621753375,0.0004036188698342976,0.004502237443910145,0.012273901924920054
161,0.03345735959441765,0.0015141775323981401,0.0151358178027595,0.024759157057959523
162,0.008333153181543387,0.002170811614771943,0.02342706618468394,0.04113805822472276
163,0.018806909224794516,0.0014352239785047744,0.021122019419045446,0.07192677826043455
164,0.09839855759660376,0.0011078348089476947,0.015195061827980482,0.11707681691963684
165,0.0010196729746596738,0.0002646767690962445,0.009651953435632972,0.15960550192682194
166,0.17407955454467794,0.00030754696835668207,0.004638715544570837,0.05883715136706179
167,0.010940009558453586,0.0002622562016020599,0.0035877058536570765,0.008547628399317558
168,0.13069975263092623,2.7548871184402417e-05,0.0029844923627743948,0.00032788597377634237
169,0.002625772584898165,0.00010085976182054474,0.002891209383363189,0.00011281096300712272
170,0.007824464036652762,8.92766730694599e-08,0.0018076627996693297,0.00033706712509434545
171,0.008691004047106375,0.0001290481917542079,0.002791917597488678,0.0013713468227005588
172,0.0010538764921291784,1.4891744231893452e-05,0.004113385247922937,0.006025751827839311
173,0.00815948190541549,0.000520986766967699,0.002299410079568915,0.03231182280792124
174,0.02456742832515717,0.0006395617451630205,0.0023866923425371117,0.029367025428275087
175,0.011547835880957456,0.00015936853055109878,0.001970892085421995,0.04565859462871842
176,0.002007468420356103,0.0011380152890565068,0.0024422504386697155,0.04027635165483656
177,0.005105720036937955,0.0009829197540821707,0.0006499235877017856,0.09412465831872405
178,0.002026941153556322,0.0014881480688082498,0.00050613875017594,0.11725876153407956
179,0.0019227219163243227,0.004090760834842537,0.0006421821672646568,0.042865958015650546
180,0.11411653957246926,0.0044093122726428,0.001578147386462577,0.1397939709864671
181,0.045506066522373066,0.007062448731388863,0.002382420699074011,0.029808560487115787
182,0.00664215226458264,0.012133218371302523,0.002288652521975364,0.2831849595237507
183,2.36848645240035e-05,0.015278566556192589,0.0011434419750389084,0.020477498264302826
184,0.026854781432362498,0.01872284169141727,0.0016899350438542068,0.010226658906286847
185,0.018920547381784784,0.012803085845227333,0.0009484676185928857,0.005782813636180375
186,0.004049484582927752,0.00897334705741751,0.0018474170708032763,0.005194652618337371
187,0.00012874217507143,0.0038002703749232336,0.0019760180910804235,0.010954157808661049
188,5.8315856030366106e-05,0.002146637856044661,0.002112951269193604,0.005570670167881317
189,0.0003935676119353905,0.001590046216766803,0.002226738740222819,0.002580638569582821
190,5.095596034343862e-05,0.0036948993464616395,0.002080317567359847,0.001423427613947622
191,1.2063766868064695e-06,0.013170822352555919,0.0025372569028947883,0.0009934107322202234
192,3.1915340018521044e-06,0.005486261196855711,0.0031783302875481277,0.0017903532580457369
193,1.5960620036443602e-05,0.003791570032254644,0.0033722622912773846,0.0006338236692276167
194,3.3521411110462885e-05,0.0028650237620223696,0.004464294096000163,0.0001839399786678206
195,5.261213138500226e-05,0.0022229805420002154,0.005620877344566727,0.0036351725129955812
196,7.140531725051039e-05,0.0017577621419943284,0.006812583091705436,0.008920704509975154
197,8.892846201469099e-05,0.001417093986116777,0.0076265290033012256,0.2792414979517984
198,0.00010474003921512619,0.0011661182234491009,0.008123104739692771,0.008905720043716536
199,0.00011869665366384021,0.0009800375304557926,0.010601910839339916,0.0507940532525683
200,0.0001308341837582395,0.0008410705626751118,0.01072123011684787,0.12074508190893056
201,0.00014126920344041425,0.0007364848533306904,0.0163647039341174,0.12909950513400242
202,0.00015017005268435276,0.0006571688283789697,0.015767903941885892,0.08366591348722228
203,0.00015771578692144514,0.0005965754391450524,0.014713000227502418,0.053190428616102396
204,0.00016409079364335623,0.0005499631246168138,0.010652411686376581,0.028003982821412133
205,0.0001694480719956445,0.0005138899753611587,0.0050465892872621826,0.014095761380310693
206,0.00017394049343963844,0.0004858165771203248,8.930232791819917e-11,0.006037114803135083
207,0.00017770579017870852,0.00046386944399820084,0.009464702208787553,0.001096879988303331
208,0.00018085031134549483,0.0004466426365258099,0.0024813388117775653,0.0003055267000200173
209,0.00018347622563198048,0.0004330720247387772,0.00022494903202209695,0.0020527955118983822
210,0.00018567247104900328,0.0004223574112727493,6.770886421363643e-05,0.002758979539694422
211,0.000187499621587114,0.00041387940232973385,5.913532380535717e-05,0.0027898411881883156
212,0.00018759789024686013,0.0004071598057019639,5.584439840517291e-05,0.0027307525737899547
213,0.0001896212859965943,0.0004018275100214586,5.3298686503530886e-05,0.0026887641661929662
214,0.00019072258665420812,0.0003975874163343579,5.1498716915251564e-05,0.0026631578385766575
215,0.0001916587041682308,0.00039422143641877947,5.024047430389209e-05,0.0026464853619971094
216,0.00019244494062906002,0.00039154410603965955,4.935558718484007e-05,0.0026356944545192183
217,0.00019310355375085704,0.00038941683406780046,4.872289317488462e-05,0.0026288175566618636
218,0.0001936571061809736,0.0003877247967935493,4.8262250584971284e-05,0.002624538422789907
219,0.00019413171677142897,0.00038638316716310396,4.7920906261117076e-05,0.002622002174391644
220,0.00019453041828295026,0.00038531993645252936,4.765974607200198e-05,0.002620614306694347
221,0.00019487294444718578,0.00038447552381490135,4.745430378671518e-05,0.002620001269041475
222,0.00019516261093423902,0.000383814180939761,4.72886457074804e-05,0.00261990692453576
223,0.00019541582912320136,0.00038329109261384917,4.7148648889053766e-05,0.0026201542836329595
224,0.00019563586247592373,0.0003828873157975445,4.702687429967741e-05,0.002620633547192011
225,0.00019582932747330792,0.00038256535508710026,4.691750447530452e-05,0.002621259331859851
226,0.00019599618455209017,0.0003823229866164541,4.681723388790131e-05,0.002621995064995579
227,0.00019614641679788677,0.00038213196040887647,4.672277429580346e-05,0.0026227980569999312
228,0.00019628668556970091,0.0003819922380267951,4.6633294343533155e-05,0.0026236439143359075
229,0.00019640361471626373,0.00038188748410874026,4.654552673548512e-05,0.0026245265505639953
230,0.00019651723640449288,0.00038181302555587214,4.6460279421251164e-05,0.00262542735345045
231,0.00019662097007688462,0.00038176186588526626,4.637673399815222e-05,0.0026263344201066454
232,0.0003544249016199895,0.00038173167130581585,4.563839320684386e-05,0.0026272538639743586
233,0.0015112604001905653,0.0005703998926953802,4.560065639861828e-05,0.0026281856914692607
234,0.002196175941061259,0.0167981805568668,4.553718950693878e-05,0.0026291176841839385
235,0.005592572480655851,0.022948030321769376,4.546894366777599e-05,0.0026300559556525064
236,0.011951564678666962,0.022434689501613526,4.5395929735597946e-05,0.002630988279890207
237,0.013942015345327517,0.02313826225965432,4.5320566870823624e-05,0.0026319268850558885
238,0.003760891891076434,0.0244281775639139,4.52428610762289e-05,0.0026328656576154264
239,0.01238424182414853,0.0244057380082819,4.516442081187342e-05,0.0026338102490613214
240,0.0041491013923869065,0.016565740587586752,4.508524816394961e-05,0.0026347488909288733
241,0.004859760597352287,0.008433897662438156,4.500614497122921e-05,0.00263568770002406
242,0.0052740222583994465,0.004487423470096078,4.4925572759934195e-05,0.0026366266763468353
243,0.0036292868842417313,0.0024480544964411827,4.484587104144194e-05,0.002637571942160555
244,0.004837490930312956,0.0001564670099263447,4.476624008448787e-05,0.0026385112540286337
245,0.0052313265287243635,9.357096545092117e-06,4.468588300121111e-05,0.0026394507331243015
246,0.005184056480073053,0.0001343356707494725,4.460559810473153e-05,0.0026403965049881886
247,0.008726719790388826,0.0007712117244473136,4.4525385395047674e-05,0.002641336319629148
248,0.00941784087549961,0.000795531962237723,4.444524487215953e-05,0.0026422757197713796
