,Season 1,Season 2,Season 3,Season 4
0,9.892466016014579e-09,2.387155865748056e-05,4.59443747966727e-05,4.550674816681324e-05
1,7.122161345125556e-05,1.5577912208134587e-06,3.394123448191506e-06,5.5735760284538594e-05
2,4.251635553452352,5.4107357702251,0.0050623014570994685,0.0014454587414576702
3,0.1903234453934871,8.012747008288367,49.43113156667619,2.310813445829384
4,0.018341265363857273,0.01631553855055274,8.235088625369167,0.006669008180162008
5,8.809394872135806e-07,1.6530834443962725e-05,7.359405673460445e-11,4.352945895789745e-05
6,5.098086342069456e-06,2.0007354132465046e-06,6.048432794950193e-07,5.260481761936248e-08
7,0.0140186977216929,7.180613082453041,0.25351717660506046,6.3104813297117905
8,0.47795275919373814,7.294718143193896,0.7085238416047994,0.33807496474593535
9,0.08047509880651348,0.002927176472096042,14.100793555362248,0.005024427981663966
10,3.743239922456331e-06,7.969901118563714e-06,8.129756512237047e-08,5.64682323816415e-06
11,2.328631316175634e-06,3.181259057347538e-05,4.991505108749806e-07,2.776868389208052e-05
12,0.1996823264084064,6.350128608368048,0.26646836157182463,0.13535399744744905
13,0.20694599686526954,16.537058139515302,46.014901029008435,0.3685274462955844
14,0.01590794769666447,0.12420138473202365,1.6126407524189297,1.1543045755926604
15,0.016339759476064572,6.935048708159458e-08,1.4293574117220706e-07,2.5546742086415106e-05
16,1.6791856292078004e-05,3.097787538395355e-05,1.1260761543650483e-09,1.0912166378388732e-05
17,67.41068169347228,40.61755560512242,8.25762733183662,0.5001479307606204
18,25.559776436551026,78.63575900115858,0.03369166664610801,5.9014079633815575
19,0.014124563256309038,0.003161325275853036,15.690081620897287,0.04925688152362913
20,4.131268795741016e-09,7.796695242158045e-06,9.967689110518463e-08,7.92213787602165e-07
21,1.1077442131216468e-06,2.071406972752796e-05,1.2810776459773224e-07,1.3148125394453691e-05
22,96.61337522587331,0.6154669439224569,0.12515499625268406,0.8145759648069326
23,0.10707439120458973,1.0242720612301632,1.7127812857652365,0.43019043936166373
24,0.0007592001922083137,0.03814331236066141,0.1719004661744009,0.014076296229067937
25,1.0155426821915061e-08,0.0004819489022945915,6.3382079281786305e-06,1.1039500507919263e-07
26,0.005648217473547606,1.0287824267512287e-05,2.464999148801308e-07,1.4231979869687336e-05
