,Season 3
289,98.98632370265466
290,91.25119294557722
291,95.13237984936295
292,99.47652619509581
293,104.39488170925213
294,94.61755130135029
295,101.1822745943087
296,94.18762490972928
297,98.59067014292573
298,95.4503259964003
299,103.31346761148185
300,91.83425122069701
301,96.340374873433
302,105.58723113054735
303,96.66693402448911
304,98.95260323169617
305,93.55052720787805
306,94.77857034232768
307,93.23224962053229
308,101.85806893947921
309,94.95225166908509
310,99.12121586635766
311,93.938313378369
312,95.5539344281479
313,99.63445343532138
314,92.26369498331724
315,92.98258274865985
316,106.87966558426692
317,96.48598761754933
318,100.73609477639579
319,91.53961430245158
320,102.58826430150903
321,102.84853258954712
322,92.72116554867162
323,93.28233052027166
324,100.66560212425107
325,92.24006307661988
326,101.62183270994339
327,361.52977118021056
328,272.20803742649264
329,263.78290020405626
330,224.26694655089742
331,224.50519536434717
332,236.9759733471732
333,174.8164025336361
334,228.0020056369656
335,226.13975328069478
336,225.082454407734
337,219.60478383449694
338,222.92981634349428
339,213.46236011612297
340,221.4471982188135
341,223.87855751792833
342,218.4905625433269
343,213.9608521432358
344,220.96577229619393
345,216.91336568384762
346,213.4420963144101
347,224.32693020260962
348,220.34045318529374
349,225.28072106238648
350,221.00923057132522
351,213.41581940766133
352,217.18032410169013
353,218.2321200285522
354,208.43080931169806
355,222.53892745360355
356,218.53697249647905
357,203.1246247288759
358,222.31433049124598
359,208.96959174874138
360,210.02640679925952
361,220.60844746303977
362,205.09498946900612
363,211.6872912534814
364,217.3988267860318
365,207.43474489790407
366,208.23317087444633
367,196.61273340475898
368,217.15411673470354
369,205.46621398144788
370,202.1724209200496
371,203.6715453514949
372,194.81046546784458
373,218.49634903806725
374,228.24706830184272
375,204.43999259743143
376,223.16699920584986
377,214.08160712652614
378,199.2264771120936
379,199.88783564140883
380,202.51918517794206
381,138.07935563773137
382,42.56536472720162
383,17.437293858132218
384,5.8364914365247405
385,0.8732066171365264
386,1.632985242222326
387,10.788351200136287
388,21.677660984941934
389,45.05908963011873
390,70.72484035237487
391,103.01190313905022
392,144.61998304934093
393,282.0164042522742
394,536.955647489418
395,818.8060779347705
396,958.6306217510025
397,1593.7099573334951
398,2379.623942748142
399,2454.593613934873
400,2683.156457450334
401,2949.0650297843727
402,2904.1730922023344
403,2940.770944791515
404,2793.306469009122
405,2255.5510679915446
406,1890.0688047264398
407,1534.6248935792332
408,1282.6217597153816
409,763.0324629142003
410,847.4302943961218
411,313.30999185272645
412,53.99010774284993
413,181.19583576258074
414,1.7192667523234642
415,113.20343789059098
416,235.11933381310322
417,6.930451092757196
418,75.01891544433688
419,889.0841268095813
420,1208.5097227968072
421,1316.8826703831244
422,2307.480320581529
423,2743.7956684036158
424,2421.6769551625393
425,2302.718701477493
426,2045.7256924476003
427,1858.9048726791991
428,1838.112255917162
429,1686.7877892514257
430,1808.1091564088003
431,1863.0138139687726
432,1648.9450024236028
433,1567.934784704888
434,1722.922173809355
435,1457.6407050592054
436,1584.882401022427
437,1759.9427637945842
438,1621.1414227777054
439,1529.1607615856963
440,1174.7574924140729
441,1152.3342643082974
442,833.2500689863997
443,394.2394383961473
444,1181.6782425227984
445,1208.828325740532
446,1630.1826484884189
447,1347.6893050954172
448,1547.7585151758076
449,1687.358210193795
450,1548.8290197346735
451,1577.405558920147
452,1609.6645505039162
453,1526.0235545810797
454,1529.6950652041899
455,1216.0442080244666
456,773.3841171789226
457,228.4839786101218
458,258.9293878419319
459,219.80831930202444
460,43.25370349055595
461,49.830249572410594
462,21.03011580210911
463,2.0507399585916883
464,112.16444206086605
465,249.57561617866014
466,247.0620041617907
467,331.8091241503959
468,663.3489601509533
469,875.2922778550878
470,1013.7061084436073
471,1002.7168862964907
472,917.7642782881073
473,736.2210425866822
474,637.0111476162235
475,296.0407939640178
476,137.29702248908404
477,59.42007710564027
478,95.61093346087374
479,87.88631255111397
480,23.89051778592908
481,65.73334163839701
482,151.90029025302888
483,219.16888105498282
484,208.42298085966516
485,199.6013606188866
486,128.41459205752054
487,76.29821003129184
488,14.477916826514235
489,0.00033475949028177954
490,160.52313541044362
491,161.38075689004853
492,52.71976573800587
493,26.45522898113065
494,19.5154566782222
495,75.45417552141201
496,132.0228367745845
497,318.54593626921616
498,759.0877783651896
499,402.5006420307999
500,665.9110316979695
501,1066.6198739183235
502,770.5568697805716
503,419.5834134985473
504,434.6293218758092
505,987.6456634330702
506,1134.2728029427058
507,1311.504360660608
508,1507.3922327589287
509,2241.889109051886
510,1865.2826562240375
511,1669.2226707839388
512,2385.3234926181285
513,2112.6932615658593
514,2083.2785133336242
515,2221.2436812233404
516,1862.4701914988777
517,1858.3462178884017
518,1278.9563320068596
519,409.54422075980807
520,412.9699994414162
521,500.43580795647546
522,517.6464458572215
523,484.63648017804564
524,411.249110427256
525,617.0586040984315
526,402.14259177634773
527,1010.069309663172
528,778.6361712637455
529,521.6232901981018
530,613.9500301517955
531,871.2786970379351
532,832.176039326115
533,808.4268790321078
534,731.9399514823363
535,497.65872630947894
536,723.1049216643047
537,705.2331114428653
538,831.8577990215557
539,684.6920006738922
540,719.5591195559483
541,851.0684624230095
542,752.0681151188327
543,770.563755310236
544,778.4615901512587
545,757.5250646405798
546,698.0421346124122
547,889.4446094103577
548,602.3644689554916
549,383.95253657144195
550,364.9048212845889
551,312.6220988198103
552,223.5145047136548
553,337.66040269471847
554,332.1587225593106
555,136.02608435546242
556,0.31182397208070717
557,168.16709367846008
558,481.1745294892419
559,1621.0804643998133
560,2067.3150447337143
561,2166.333236529443
562,1906.573132834826
563,1652.281668330911
564,1301.8472433359714
565,943.0032521213614
566,786.4144581652002
567,703.3442796766641
568,516.0133070231084
569,536.2897132213493
570,473.1991596072073
571,122.25585344731809
572,0.11338920365046361
573,296.2734099550493
574,207.8598252926727
575,434.6885685986415
576,483.21982107734135
577,333.3241767312856
578,328.9690547396123
579,413.5854569681563
580,28.781957153045333
581,0.20917175820089037
582,217.77124507351255
583,365.4223697788112
584,500.93230031320417
585,377.3576941042135
586,420.4066706599347
587,425.29247600989424
588,319.88044231845953
589,69.27560940885076
590,0.06512088775764632
591,665.8497838318543
592,445.1490633447522
593,584.4808039566145
594,3465.293444807743
595,650.832908811972
596,406.07351303701756
597,770.8085862122878
598,982.3481585629123
599,390.9651815149213
600,463.139294106159
601,242.2227989589149
602,8.623583275464211
603,229.52315364355343
604,848.3390792695527
605,6.705752180725001
606,206.44665911928251
607,429.29278194726805
608,488.6378488267772
609,570.4908808051994
610,797.3518038399982
611,728.7015520717632
612,1037.5665445974657
613,1452.5799822828205
614,1965.0818534482532
615,2178.6924974155495
616,1769.9501121108704
617,1230.5932388880128
618,776.658928474389
619,945.998037461944
620,1283.2713082547418
621,1609.8177861147017
622,1142.8454171035855
623,1506.0571207476578
624,1437.6927240050347
625,1079.3494527848147
626,1276.9672558977675
627,1371.2053895781096
628,1070.2552225561544
629,999.5505760072654
630,1158.8421946419178
631,1088.6498483927023
632,782.7376308844658
633,569.5502826896367
634,335.78263301297494
635,305.741046172585
636,419.9648741253353
637,323.05929639723456
638,4.910318144140768
639,0.14653357466802133
640,194.68823263237263
641,457.3459773085436
642,837.0303296926675
643,886.268021523467
644,742.9014348606829
645,574.0382780972582
646,599.6339208646311
647,171.8062782404365
648,144.90010881318472
649,484.4294770146595
650,118.19875685577956
651,1354.624724356015
652,1931.8129350998304
653,1785.5866134692349
654,1770.3486909934882
655,1020.0078733292064
656,646.5601383283926
657,417.75280250305724
658,249.0974151035959
659,241.4168407266287
660,188.1114901144232
661,353.0963234070034
662,188.5493328849483
663,277.80139700070436
664,212.19690402417493
665,191.64168882595922
666,239.3035739520031
667,206.90235386933887
668,58.84939137358336
669,161.88383924656466
670,92.20595324683687
671,7.604613303454443
672,189.98329772790083
673,3.9121217902270637
674,1187.7559453888964
675,19.324738890025326
676,129.38941313284872
677,1455.9323564882384
678,1.9704900838934003
679,27.87234366914994
680,521.8031186908313
681,769.3666731877831
682,74.5253040281616
683,2088.260203211669
684,2096.0987472757183
685,2575.276711612411
686,911.5783293769277
687,225.64787271589086
688,485.18379971769696
689,404.81317763415615
690,251.98906210772586
691,467.1201804636631
692,77.17175403711539
693,0.012874644527420162
694,28.570222850476025
695,34.200048506182824
696,238.40366183906556
697,484.69627728816056
698,308.97697329686923
699,196.9649155690317
700,514.6697984824904
701,1124.639295200977
702,843.0434454397998
703,605.9315295289936
704,10.331634893754059
705,30.67830506263265
706,99.18487640370523
707,686.5161049810549
708,269.2976180113482
709,682.3595551042296
710,881.7554764982087
711,150.6817523781317
712,0.8563393627256576
713,28.688194650775902
714,74.68268111979481
715,33.93193717087282
716,6.5346848753046345
717,7.7059909445205585
718,18.971094472248527
719,6.7800586220527075
720,10.390132528072462
721,0.18415648706209425
722,7.578311996806306
723,0.6560737485680478
724,0.0025396796328320355
725,1.845867158901151
726,0.03276924292660519
727,6.668742759126197
728,46.295461576269794
729,124.01747641507059
730,133.63194590183903
731,0.7487157367055172
732,0.14835222498177347
733,284.2713509082896
734,988.0350810065652
735,2315.8444411640444
736,5723.836227148761
737,7379.056725876243
738,6334.11906941281
739,6255.99375038123
740,5191.356596347862
741,4302.658506492406
742,3224.4976739016274
743,2739.4417480888765
744,1729.469618203066
745,935.4045031631484
746,159.93481932875136
747,600.9917207526668
748,1751.121473160765
749,1723.3577444749458
750,1573.4203239582205
751,1007.0197536696953
752,680.2257121256281
753,436.817176252617
754,268.26089205593456
755,224.09610461943748
756,165.67293524173994
757,103.62138310820627
758,64.96409182152341
759,43.8205477492852
760,30.851776460709512
761,23.208536287117685
762,12.240581755716937
763,15.188722598543016
764,13.308239120806439
765,7.234081341997731
766,10.949863454320392
767,9.622799460598753
768,7.713351546349406
769,9.924896455725012
770,6.131239593117089
771,5.702475717852086
772,7.523731455964273
773,7.580424655105774
774,9.158959498354946
775,7.514777873801312
776,6.585915547894532
777,5.245966315791579
778,5.930833178005941
779,9.672838817942571
780,4.892163532848232
781,7.3835345925079725
782,7.23199065754298
783,5.756602435466668
784,7.426941025154221
785,9.036716070974668
786,8.054765047810692
787,5.843109786093626
788,6.778405491790686
789,7.1120183949122655
790,3.5590301119481746
791,3.3058876882817114
792,0.625580001392475
793,3.864061110495
794,3.6516863425875496
795,1.7966949876365574
796,0.35282134533432014
797,2.8380516007230576
798,1.9274790181965349
799,5.947726320745684
800,3.5938687727095266
801,5.255965000639701
802,7.80580002057419
803,6.923433290839814
804,9.256248818133258
805,9.130546583054809
806,7.4243241550544585
807,95.85323992068635
808,38.111460591112575
809,24.50250184285832
810,18.928567195277928
811,15.610097645092994
812,11.43557390817948
813,12.960842195954482
814,9.21943215767838
815,8.596951295250099
816,7.655005912425059
817,7.539272779156795
818,5.567877248080635
819,4.488309661998584
820,5.83269700171789
821,3.8807505590845155
822,7.856069856915763
823,5.167049248504467
824,3.585325982924837
825,8.3540402475545
826,4.861347353645032
827,4.65783725308288
828,6.855913669309339
829,3.021759915932825
830,5.634388795823052
831,6.567452395199388
832,4.296720676481226
833,7.006290046970427
834,10.195693904436773
835,7.66387106218095
836,64.9965475808291
837,45.180457828117305
838,52.27055088880515
839,8.673827151858823
840,8.081591320801154
841,4.06091821354007
842,2.9405693487733333
843,10.573305235003911
844,22.329745924844786
845,6.629645184272769
846,17.55971736775999
847,0.04254579327186178
848,22.12275360745787
849,21.827852677051307
850,0.08748526940463076
851,4.989922234597228
852,1.1705357820078224
853,1.5607132061206934
854,2.8011469423395154
855,2.521800011022575
856,20.960888258919386
857,17.364097251637194
858,35.77193314724233
859,6.990445088838323
860,8.195319564251365
861,21.87315582225106
862,4.475000779191655
863,33.55209216166522
864,6.904976460220991
865,0.8793951927735851
866,8.445758521250692
867,19.72770339901182
868,54.29383908830833
869,59.23599053296193
870,6.111440234416972
871,4.764013615554558
872,1.309101917036601
873,1.9069434265671228
874,1.6876940011597854
875,0.49083869585434786
876,3.8497549661911887
877,53.594862004272265
878,44.21278727866897
879,0.09430774457229502
880,7.840868407473393
881,2.7678049789432526
882,2.6361276579147517
883,1.8889624288064562
884,1.4094762993702377
885,3.4963395038539677
886,3.431574880376064
887,2.821344487563843
888,7.0473494643562935
889,3.5032782521430947
890,2.8402598874900717
891,3.5936961579211055
892,4.0459630910503295
893,4.4109245284377865
894,4.721884992229236
895,18.49568349053072
896,11.470362541669159
897,1.438987911083684
898,15.171433263110048
899,2.1785089175383683
900,2.4168808047058237
901,4.8623069875850575
902,2.3475686137267995
903,76.80717454593146
904,34.1830587620713
905,28.977641953598045
906,16.890103846864694
907,11.855539716111
908,12.35007099061553
909,7.868289733246511
910,10.79803104616551
911,7.153018448459479
912,4.072460216603882
913,8.857310664880783
914,6.696844269009681
915,5.0792404453641
916,8.040486693142048
917,4.56505354957351
918,4.7359287309518585
919,6.035288049651256
920,3.319482549489824
921,6.1527747991522554
922,4.598571261962834
923,4.603830311671738
924,6.222520941590153
925,4.32590372834241
926,5.325693913834779
927,5.500386517340312
928,3.8169278543120657
929,6.622052222809886
930,5.109870396215155
931,4.191485969947835
932,5.640404488239298
933,6.042378597336007
934,4.741711286882575
935,3.192659421253997
936,5.18369486658542
937,7.246978218045651
938,5.279431592362331
939,5.403245026762505
940,5.867243242029971
941,5.25428111537156
942,4.437110190983848
943,5.261424523474213
944,3.5251164239665154
945,4.475938474751767
946,7.032915360564675
947,5.095034449447975
948,6.698669524942185
949,4.454902951612404
950,5.384159003050547
951,6.269811288531657
952,4.064008890865077
953,6.816912430432901
954,3.898685997378514
955,3.187763347921827
956,7.452989788925876
957,3.965263199313989
958,3.717444541079836
959,4.266135260390428
960,0.04488371064263601
961,0.30348683927396053
962,0.20566145827521096
963,3.096773793531646
964,0.5557111557837685
965,6.863753543135865
966,7.160180351215874
967,4.493709780205612
968,4.865861021750026
969,13.235727653551892
970,14.331657421415672
971,12.009959611194718
972,24.56303274108891
973,50.38854009212215
974,44.9007688474178
975,155.38431060890306
976,319.149038720417
977,642.8833689265844
978,1896.1020877856631
979,4354.3733462217715
980,5367.8081659401005
981,5587.439273298294
982,5156.197028162714
983,4689.916569599603
984,4496.802632061035
985,3272.1383516308597
986,2208.5343628979613
987,594.7947702930265
988,288.65607482844825
989,146.36503076099854
990,61.967218658853255
991,104.42570764518796
992,32.071531877705695
993,130.97806144878416
994,177.93394415935435
995,193.831212573984
996,27.57504560986653
997,47.19821411139813
998,284.76779855799026
999,656.283911603878
1000,180.22828551811148
1001,496.8435098589664
1002,622.7040410362167
1003,536.603296882963
1004,30.614398442750094
1005,70.09928515632514
1006,8.103430083882532
1007,42.2103723964663
1008,24.60704778291947
1009,23.274781975292996
1010,42.67591471455993
1011,153.34258578265135
1012,108.42315353545519
1013,161.9627676297716
1014,38.57671562279775
1015,15.41331758997791
1016,0.007571446646585096
1017,119.84638449361992
1018,122.21134928063061
1019,1.1132813129725248
1020,672.9287794611281
1021,1134.0094035958912
1022,413.29597228113124
1023,8.253830689677635
1024,9.63777463012987
1025,20.072966205688644
1026,9.122845366043324
1027,26.714364013132172
1028,55.82372821680627
1029,0.380641995817273
1030,3.2764981105451843
1031,3.8618842753912554
1032,7.910064273432821
1033,58.73375680135266
1034,95.7666950220244
1035,110.8247514101648
1036,19.705079575168906
1037,0.025020848062765663
1038,0.43430908633577703
1039,13.442016736431828
1040,30.072018929769346
1041,27.380099333124313
1042,82.5585866549916
1043,99.74721666848787
1044,50.264619168696875
1045,23.0098325231481
1046,13.987417158091137
1047,0.3864579647381906
1048,0.6534295487635386
1049,32.64162536323257
1050,436.24160812184294
1051,612.2127076750514
1052,389.04472218975627
1053,552.9910890306801
1054,808.2631046479635
1055,701.5239589991518
1056,720.4834632017065
1057,933.9054191233607
1058,1528.6996324062334
1059,938.6479167505934
1060,1651.4476039561528
1061,1975.3119529602104
1062,1827.9673501219738
1063,875.7545322842727
1064,947.4304152820964
1065,140.38926175793458
1066,14.362568583756339
1067,76.26146743956421
1068,682.2514330701827
1069,719.6050319474749
1070,192.0596606904796
1071,85.603117699837
1072,0.4479958658487442
1073,236.09563772902504
1074,163.37650440251377
1075,5.717616563537616
1076,226.8490854537485
1077,44.7800822998707
1078,451.35179506185887
1079,1795.308669007788
1080,949.6690985972839
1081,1490.589468171966
1082,239.79245339998982
1083,42.42818740634929
1084,162.20268721245162
1085,684.2231088658516
1086,679.8931611831947
1087,2.38504117798328
1088,831.1789685996648
1089,1435.5102875377936
1090,1784.6648585295031
1091,1298.4351675781168
1092,2757.209316675108
1093,2378.04631564898
1094,2782.7053979819625
1095,1285.800558208901
1096,2290.064092860701
1097,2128.415302278283
1098,2248.111698840812
1099,1985.3026824556684
1100,1265.3206311369051
1101,724.370343496347
1102,1378.9252975690654
1103,2099.2395652918317
1104,1891.5221832865775
1105,1932.2257114443485
1106,1759.4807982498676
1107,1869.2768293959225
1108,1532.8906985550414
1109,1840.882779929368
1110,1647.9243311328667
1111,1825.6315614908601
1112,1741.8072104238445
1113,1747.338838528215
1114,1753.3923523099668
1115,1683.9734500383217
1116,1728.8730057595071
1117,1785.688325246352
1118,1517.3403825364517
1119,1254.9571547668086
1120,920.0219320562871
1121,526.7635853136903
1122,340.34047506709913
1123,296.69199905321784
1124,407.6575862040219
1125,286.2582310951316
1126,101.3753591726098
1127,124.97688586228007
1128,297.4860649403306
1129,565.7641804279797
1130,572.0667500746956
1131,771.4289750491271
1132,772.5532533315815
1133,280.9350445256989
1134,201.73688873772917
1135,318.0566453617871
1136,324.9551929930983
1137,47.68782039068197
1138,74.43262113000256
1139,239.75000340474526
1140,22.26989269165327
1141,105.85478588213728
1142,896.1718240543405
1143,994.3840959747253
1144,849.4592295400274
1145,930.6045714510981
1146,410.6930862847649
1147,120.46757080962571
1148,159.21683302117702
1149,1402.7965200643616
1150,1522.4464118832436
1151,1161.6639183455084
1152,827.750660165502
1153,514.3839984012708
1154,452.7441295159173
1155,548.3922449471313
1156,225.0420968847592
1157,168.5133924894656
1158,26.927298701649285
1159,88.91257300399616
1160,99.1811535419642
1161,34.389137317684124
1162,7.894278461313303
1163,0.18434397547685782
1164,13.357889587490837
1165,6.340696078955296
1166,7.049358716941793
1167,100.77599245128232
1168,57.95772987096884
1169,599.8830520515012
1170,849.1827676110371
1171,567.3728526950334
1172,479.3470827438006
1173,288.8805440868938
1174,115.25146185143767
1175,40.04792348248367
1176,269.3453090340044
1177,60.45451462173767
1178,88.16842086211535
1179,36.85078928823
1180,0.8623308586489878
1181,54.81600782260662
1182,695.9900761305425
1183,1898.7043805599576
1184,1039.4771869303004
1185,783.757042163611
1186,84.64847280680006
1187,257.90392880022915
1188,80.76199445154985
1189,125.56909229109965
1190,212.2666105241279
1191,24.79087970879956
1192,61.33002456129335
1193,179.42879920821167
1194,224.01799312818986
1195,298.90179727473867
1196,246.19822010923076
1197,231.27857756810167
1198,372.34573295921746
1199,112.34466151806717
1200,250.01534107422063
1201,3.0545658872191632
1202,9.81540762490883
1203,122.95722007120253
1204,158.71053055398144
1205,129.10895505266723
1206,166.5523118579585
1207,158.31294849605283
1208,143.46774433821975
1209,176.84270624249737
1210,64.3433001063421
1211,108.83936380358531
1212,14.21262919313575
1213,11.201757970246968
1214,51.51335119103146
1215,1.0319548205822815
1216,15.026898732814804
1217,8.560314318915998
1218,99.26611521309142
1219,134.35160663970072
1220,63.974723415178765
1221,201.30067236426441
1222,166.81741678340737
1223,151.58874891276554
1224,186.5594819233279
1225,123.51993968583494
1226,125.48678563855002
1227,162.1722483098402
1228,195.10628486706773
1229,215.92329636222152
1230,227.04633084582625
1231,204.6498128980066
1232,189.54302355572966
1233,212.01260110165515
1234,204.62726078438567
1235,211.40733953823215
1236,188.75489962930686
1237,206.626220042034
1238,196.00662259078555
1239,200.83165612266913
1240,167.752128055993
1241,184.20917108443732
1242,179.28461942890837
1243,177.12086922055502
1244,174.16558464153047
1245,162.86668246104097
1246,173.6121116022015
1247,133.82286233218758
1248,147.1593932435523
1249,138.98044880717623
1250,151.90628443591095
1251,154.98227615720106
1252,155.611671953509
1253,170.11605795392308
1254,159.08843352050908
1255,171.97628674093082
1256,175.21901886033632
1257,167.58632818936022
1258,176.5850532804364
1259,168.13124168380847
1260,185.5947916842983
1261,177.8661345120167
1262,171.2222581965761
1263,206.0636980541746
1264,175.94689629254685
1265,184.90317225619447
1266,201.14771107745943
1267,185.3420611749779
1268,192.79724494480882
1269,200.46470795110108
1270,194.78523926326562
1271,201.88848722866277
1272,195.89699226681472
1273,209.2029723311673
1274,206.71565343714508
1275,197.7451373792877
1276,207.32530114961878
1277,196.83528180854285
1278,180.76915360689372
1279,84.09776100371553
1280,144.9805436963001
1281,202.89354048305927
1282,223.46759695166296
1283,206.49629518925025
1284,212.66036144723813
1285,174.56224284490318
1286,204.58559891638296
1287,0.0059320634992492995
1288,0.23451302089443496
1289,2.8164094778423117
1290,22.702814295575475
1291,36.75306425800497
1292,42.987839453672514
1293,7.247500639493576
1294,4.970208953119512
1295,7.7880948458321155
1296,6.519109039287791
1297,6.95239738739424
1298,0.5619581622009111
1299,41.592864106072405
1300,50.82674927523285
1301,67.72810425585041
1302,46.297107483141836
1303,42.763492913129426
1304,43.66104211679782
1305,57.58074189542544
1306,50.625140955350886
1307,63.88894316411777
1308,58.69084912404273
1309,47.5460141820599
1310,51.05691555546764
1311,47.768670374697216
1312,32.0015271889752
1313,48.65547044612246
1314,36.78773906265588
1315,61.55545363733149
1316,50.07684060774889
1317,42.66108593683339
1318,56.75666902212818
1319,47.05307942056254
1320,42.38396131465542
1321,53.92992997654323
1322,46.994397197557355
1323,48.001855651007915
1324,52.16909130070211
1325,45.48427812165509
1326,44.68179367320288
1327,46.71866539461176
1328,45.74447732396694
1329,49.72654727062196
1330,49.391235029146976
1331,51.89674212489022
1332,41.50243884978927
1333,47.991803014613545
1334,54.07873506627959
1335,44.44537647642749
1336,50.46953311074643
1337,49.16239474499138
1338,47.220396228277494
1339,51.84268834034962
1340,48.98583453780975
1341,45.497143890644224
1342,48.23006794016346
