,Season 3
0,117.52463066971127
1,44.93711844661549
2,1.8196370120192693
3,31.456882127579387
4,13.62774103478457
5,264.0463537107841
6,208.64755261282775
7,566.4034446830908
8,104.46213057866099
9,93.69443941567744
10,87.1438663064892
11,28.934149903408812
12,154.97105501717806
13,176.9526563179536
14,305.8567461945854
15,227.19562371925676
16,201.62793493846215
17,160.91363336706965
18,133.08162228914708
19,146.46800211809375
20,36.494450399760154
21,73.42292886972203
22,92.52070527310873
23,1008.0084815762887
24,3245.3988830368517
25,2892.1530104281355
26,1289.820749731013
27,567.9051497819959
28,123.66745499924163
29,16.15863246461857
30,5.296938083666278
31,0.1578387654460794
32,0.5625776753986433
33,0.10319148870664137
34,0.04815786836142295
35,0.30845988139043296
36,0.11059524218732458
37,0.27735385713239885
38,0.4924125018991271
39,92.76434526724053
40,17.61692072460545
41,4.045186135483712
42,5.725684312118693
43,0.1536230166151015
44,0.2622201886447393
45,7.10768510862167
46,0.08334442136583514
47,7.371938596075776
48,30.52295245799292
49,4.295112795245198
50,0.14788624311809612
51,7.917355332887229
52,24.23378316910461
53,3.070072046877582
54,24.787715632793166
55,66.31626827122425
56,267.42726511718945
57,492.8314211567181
58,84.24295397245935
59,409.1169102615208
60,187.15584390634058
61,50.97551480806685
62,5.841856192332
63,49.33875018721524
64,160.5504610685856
65,252.95301968802337
66,178.38748971356645
67,384.4074241290552
68,183.8497890448293
69,34.51662470571041
70,88.04177574331185
71,57.19122424263871
72,39.881515083452584
73,18.779539991082657
74,18.616105011903443
75,3.030780271602832
76,0.5730121397234356
77,7.478770091127641
78,10.100357658230635
79,8.131620148469136
80,1.5056666342207152
81,0.06732433209516803
82,4.401192954527473
83,2.924912778806245
84,0.4709755525256056
85,4.176076679175794
86,0.7007168905030938
87,1.712312429176311
88,2.6396368485386255
89,0.36494864159427254
90,0.0004912660386361539
91,0.0530982342773786
92,0.02607277105133703
93,0.2197698078948739
94,0.8499664912870368
95,2.2496139648298503
96,7.872197576399692
97,0.47627881397187094
98,1.3174081626947058
99,1.2074908652240128
100,0.8998727501259686
101,0.12989505926759914
102,2.809476628346574
103,2.0386185929100042
104,0.30919413692184206
105,0.2352061262632686
106,1.0161780102555216
107,0.8304351515974406
108,0.5993799282249115
109,0.9721472624741967
110,1.1814006360999656
111,1.2583437252356309
112,1.1434377423721265
113,1.4872771340505602
114,0.8864975462778184
